"Gene","Count","Phenotypes"
"Zm00001eb355510",2,"TajimaD_IndianChief;Fst_NHx_sorghum"
"Zm00001eb355520",2,"TajimaD_IndianChief;Fst_NHx_sorghum"
"Zm00001eb355600",2,"FarmCPU_envGWAS_NHx_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb355790",2,"TajimaD_IndianChief;Fst_N_Sorghum"
"Zm00001eb355800",2,"TajimaD_IndianChief;FarmCPU_envGWAS_NHx"
"Zm00001eb356000",2,"Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb356170",2,"FarmCPU_envGWAS_N;MLM_envGWAS_N"
"Zm00001eb356190",2,"FarmCPU_envGWAS_N;MLM_envGWAS_N"
"Zm00001eb356200",2,"FarmCPU_envGWAS_N;MLM_envGWAS_N"
"Zm00001eb356210",2,"FarmCPU_envGWAS_N;MLM_envGWAS_N"
"Zm00001eb356240",2,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum"
"Zm00001eb356260",2,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum"
"Zm00001eb356290",2,"MLM_envGWAS_N;FarmCPU_envGWAS_N"
"Zm00001eb356320",2,"MLM_envGWAS_N;FarmCPU_envGWAS_N"
"Zm00001eb356430",2,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb356450",2,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb356460",2,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb356640",2,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb356650",2,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb356760",2,"MLM_envGWAS_N_sorghum;Fst_NHx_sorghum"
"Zm00001eb357810",2,"Fst_N_Sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb357830",2,"FarmCPU_envGWAS_NHx;Fst_N_Sorghum"
"Zm00001eb357840",2,"FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb358010",2,"MLM_envGWAS_NHx_sorghum;Fst_NHx_sorghum"
"Zm00001eb358020",2,"MLM_envGWAS_NHx_sorghum;Fst_NHx_sorghum"
"Zm00001eb358030",2,"MLM_envGWAS_NHx_sorghum;Fst_NHx_sorghum"
"Zm00001eb358040",2,"MLM_envGWAS_NHx_sorghum;Fst_NHx_sorghum"
"Zm00001eb358050",2,"MLM_envGWAS_NHx_sorghum;Fst_NHx_sorghum"
"Zm00001eb358070",2,"MLM_envGWAS_N_sorghum;Fst_NHx_sorghum"
"Zm00001eb358110",2,"FarmCPU_envGWAS_N;MLM_envGWAS_N"
"Zm00001eb358120",2,"FarmCPU_envGWAS_N;MLM_envGWAS_N"
"Zm00001eb358130",2,"FarmCPU_envGWAS_N;MLM_envGWAS_N"
"Zm00001eb358140",2,"FarmCPU_envGWAS_N;MLM_envGWAS_N"
"Zm00001eb358150",2,"FarmCPU_envGWAS_N;MLM_envGWAS_N"
"Zm00001eb358160",2,"FarmCPU_envGWAS_N;MLM_envGWAS_N"
"Zm00001eb358200",2,"FarmCPU_envGWAS_NHx;Fst_NHx_sorghum"
"Zm00001eb358360",2,"FarmCPU_envGWAS_NHx;MLM_envGWAS_NHx"
"Zm00001eb358370",2,"FarmCPU_envGWAS_NHx;MLM_envGWAS_NHx"
"Zm00001eb358380",2,"FarmCPU_envGWAS_NHx;MLM_envGWAS_NHx"
"Zm00001eb358440",2,"MLM_envGWAS_NHx_sorghum;Fst_NHx_sorghum"
"Zm00001eb358450",2,"MLM_envGWAS_NHx_sorghum;Fst_NHx_sorghum"
"Zm00001eb358460",2,"MLM_envGWAS_NHx_sorghum;Fst_NHx_sorghum"
"Zm00001eb358470",2,"MLM_envGWAS_NHx_sorghum;Fst_NHx_sorghum"
"Zm00001eb358500",2,"MLM_envGWAS_NHx_sorghum;Fst_NHx_sorghum"
"Zm00001eb358510",2,"MLM_envGWAS_NHx_sorghum;Fst_NHx_sorghum"
"Zm00001eb358560",2,"MLM_envGWAS_NHx_sorghum;Fst_NHx_sorghum"
"Zm00001eb358580",2,"MLM_envGWAS_NHx_sorghum;Fst_NHx_sorghum"
"Zm00001eb358630",2,"MLM_envGWAS_N;FarmCPU_envGWAS_N"
"Zm00001eb358650",2,"MLM_envGWAS_N;FarmCPU_envGWAS_N"
"Zm00001eb358660",2,"MLM_envGWAS_N;FarmCPU_envGWAS_N"
"Zm00001eb358690",2,"Fst_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb358730",2,"FarmCPU_envGWAS_NHx_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb358870",2,"MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb358890",2,"MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb358930",2,"FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb358960",2,"FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb359060",2,"MLM_envGWAS_NHx_sorghum;FarmCPU_envGWAS_NHx_sorghum"
"Zm00001eb359410",2,"Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb359700",2,"FarmCPU_envGWAS_NHx;MLM_envGWAS_NHx"
"Zm00001eb359710",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb359720",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb359730",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb359970",2,"MLM_envGWAS_N;FarmCPU_envGWAS_N"
"Zm00001eb359980",2,"MLM_envGWAS_N;FarmCPU_envGWAS_N"
"Zm00001eb359990",2,"MLM_envGWAS_N;FarmCPU_envGWAS_N"
"Zm00001eb360000",2,"MLM_envGWAS_N;FarmCPU_envGWAS_N"
"Zm00001eb360010",2,"MLM_envGWAS_N;FarmCPU_envGWAS_N"
"Zm00001eb360410",2,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb360420",2,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb360460",2,"Fst_NHx_sorghum"
"Zm00001eb360500",2,"Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb360710",2,"FarmCPU_envGWAS_NHx;MLM_envGWAS_N"
"Zm00001eb360720",2,"FarmCPU_envGWAS_NHx;MLM_envGWAS_N"
"Zm00001eb360730",2,"FarmCPU_envGWAS_NHx;MLM_envGWAS_N"
"Zm00001eb361030",2,"FarmCPU_envGWAS_NHx;Fst_NHx_sorghum"
"Zm00001eb361250",2,"TajimaD_Jarvis;Fst_N_Sorghum"
"Zm00001eb361260",2,"FarmCPU_envGWAS_N_sorghum;TajimaD_Jarvis"
"Zm00001eb361520",2,"TajimaD_IndianChief;Fst_NHx_sorghum"
"Zm00001eb361550",2,"TajimaD_IndianChief;Fst_NHx_sorghum"
"Zm00001eb361590",2,"TajimaD_IndianChief;Fst_NHx_sorghum"
"Zm00001eb361860",2,"FarmCPU_envGWAS_N;Fst_N_Sorghum"
"Zm00001eb361880",2,"FarmCPU_envGWAS_N;Fst_N_maize"
"Zm00001eb361900",2,"Fst_N_maize;MLM_envGWAS_N"
"Zm00001eb362180",2,"TajimaD_Jarvis;FarmCPU_envGWAS_NHx"
"Zm00001eb362190",2,"TajimaD_Jarvis;FarmCPU_envGWAS_NHx"
"Zm00001eb362200",2,"TajimaD_Jarvis;FarmCPU_envGWAS_NHx"
"Zm00001eb362210",2,"TajimaD_Jarvis;FarmCPU_envGWAS_NHx"
"Zm00001eb362220",2,"TajimaD_Jarvis;FarmCPU_envGWAS_NHx"
"Zm00001eb362230",2,"TajimaD_Jarvis;FarmCPU_envGWAS_NHx"
"Zm00001eb362330",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb362350",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb362360",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb362370",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb362380",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb362390",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb362560",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb362570",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb362580",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb362590",2,"FarmCPU_envGWAS_NHx;FarmCPU_envGWAS_N"
"Zm00001eb362600",2,"FarmCPU_envGWAS_NHx;FarmCPU_envGWAS_N"
"Zm00001eb362610",2,"FarmCPU_envGWAS_NHx;FarmCPU_envGWAS_N"
"Zm00001eb362690",2,"MLM_envGWAS_NHx_sorghum;Fst_NHx_sorghum"
"Zm00001eb362730",2,"Fst_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb362840",2,"MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb362850",2,"MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb363040",2,"FarmCPU_envGWAS_NHx;TajimaD_IndianChief"
"Zm00001eb363050",2,"FarmCPU_envGWAS_NHx;TajimaD_IndianChief"
"Zm00001eb363090",2,"TajimaD_Jarvis;Fst_NHx_sorghum"
"Zm00001eb363310",2,"MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb363560",2,"Fst_NHx_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb363710",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_N"
"Zm00001eb363720",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_N"
"Zm00001eb363730",2,"Fst_N_Sorghum;FarmCPU_envGWAS_N"
"Zm00001eb363910",2,"FarmCPU_envGWAS_N;Fst_N_Sorghum"
"Zm00001eb363920",2,"FarmCPU_envGWAS_N;Fst_N_Sorghum"
"Zm00001eb364350",2,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb364360",2,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb364480",2,"FarmCPU_envGWAS_NHx_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb364510",2,"Fst_NHx_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb364520",2,"Fst_NHx_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb364580",2,"FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx_sorghum"
"Zm00001eb364610",2,"Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb364640",2,"Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb364650",2,"Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb364660",2,"Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb364700",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb364710",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb364720",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb364820",2,"FarmCPU_envGWAS_NHx;Fst_N_Sorghum"
"Zm00001eb364860",2,"FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb364960",2,"MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx_sorghum"
"Zm00001eb365390",2,"MLM_envGWAS_NHx;Fst_NHx_sorghum"
"Zm00001eb365520",2,"FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb365560",2,"Fst_N_Sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb365570",2,"FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb365590",2,"FarmCPU_envGWAS_NHx;Fst_N_Sorghum"
"Zm00001eb365600",2,"Fst_N_Sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb365610",2,"FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb365620",2,"Fst_N_Sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb365730",2,"FarmCPU_envGWAS_NHx;FarmCPU_envGWAS_N"
"Zm00001eb365740",2,"FarmCPU_envGWAS_NHx;FarmCPU_envGWAS_N"
"Zm00001eb365750",2,"FarmCPU_envGWAS_NHx;FarmCPU_envGWAS_N"
"Zm00001eb365760",2,"FarmCPU_envGWAS_NHx;FarmCPU_envGWAS_N"
"Zm00001eb365770",2,"FarmCPU_envGWAS_NHx;FarmCPU_envGWAS_N"
"Zm00001eb365780",2,"FarmCPU_envGWAS_NHx;FarmCPU_envGWAS_N"
"Zm00001eb365820",2,"FarmCPU_envGWAS_NHx_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb365870",2,"TajimaD_Jarvis;Fst_NHx_sorghum"
"Zm00001eb365930",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_N"
"Zm00001eb365950",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_N"
"Zm00001eb365960",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_N"
"Zm00001eb365970",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_N"
"Zm00001eb365980",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_N"
"Zm00001eb366030",2,"MLM_envGWAS_NHx_sorghum;MLM_envGWAS_N_sorghum"
"Zm00001eb366040",2,"MLM_envGWAS_NHx_sorghum;MLM_envGWAS_N_sorghum"
"Zm00001eb366050",2,"MLM_envGWAS_NHx_sorghum;MLM_envGWAS_N_sorghum"
"Zm00001eb366080",2,"MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb366090",2,"MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb366260",2,"MLM_envGWAS_N;FarmCPU_envGWAS_N"
"Zm00001eb366310",2,"Fst_IndianChief;FarmCPU_envGWAS_NHx"
"Zm00001eb366360",2,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb366370",2,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb366420",2,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb366480",2,"Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb366490",2,"FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx_sorghum"
"Zm00001eb366500",2,"MLM_envGWAS_N;FarmCPU_envGWAS_N"
"Zm00001eb366560",2,"TajimaD_IndianChief;Fst_NHx_sorghum"
"Zm00001eb366570",2,"TajimaD_IndianChief;Fst_NHx_sorghum"
"Zm00001eb366580",2,"Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb366590",2,"Fst_N_Sorghum"
"Zm00001eb366610",2,"Fst_N_Sorghum;FarmCPU_envGWAS_N_sorghum"
"Zm00001eb366690",2,"Fst_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb366700",2,"Fst_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb366710",2,"FarmCPU_envGWAS_N;Fst_NHx_sorghum"
"Zm00001eb366750",2,"Fst_N_Sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb366850",2,"FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb366870",2,"Fst_N_Sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb366880",2,"Fst_N_Sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb367100",2,"MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb367130",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb367250",2,"FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb367320",2,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum"
"Zm00001eb367330",2,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum"
"Zm00001eb367360",2,"FarmCPU_envGWAS_NHx;Fst_NHx_sorghum"
"Zm00001eb367370",2,"FarmCPU_envGWAS_NHx_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb367920",2,"Fst_NHx_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb367930",2,"FarmCPU_envGWAS_NHx;Fst_NHx_sorghum"
"Zm00001eb368150",2,"MLM_envGWAS_N;FarmCPU_envGWAS_N"
"Zm00001eb368160",2,"MLM_envGWAS_N;FarmCPU_envGWAS_N"
"Zm00001eb368180",2,"MLM_envGWAS_N;FarmCPU_envGWAS_N"
"Zm00001eb368190",2,"Fst_NHx_maize;Fst_N_maize"
"Zm00001eb368200",2,"Fst_NHx_maize;Fst_N_maize"
"Zm00001eb368390",2,"FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx_sorghum"
"Zm00001eb368420",2,"Fst_NHx_sorghum;Fst_N_Sorghum"
"Zm00001eb368430",2,"Fst_NHx_sorghum;Fst_N_Sorghum"
"Zm00001eb368450",2,"Fst_NHx_sorghum;FarmCPU_envGWAS_N_sorghum"
"Zm00001eb368460",2,"Fst_NHx_sorghum;Fst_N_Sorghum"
"Zm00001eb368490",2,"Fst_NHx_sorghum;Fst_N_Sorghum"
"Zm00001eb368660",2,"FarmCPU_envGWAS_N;Fst_NHx_sorghum"
"Zm00001eb368680",2,"Fst_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb368690",2,"FarmCPU_envGWAS_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb368700",2,"Fst_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb368990",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb369000",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb369010",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb369240",2,"Fst_IndianChief;FarmCPU_envGWAS_NHx"
"Zm00001eb369250",2,"Fst_IndianChief;FarmCPU_envGWAS_NHx"
"Zm00001eb369280",2,"FarmCPU_envGWAS_NHx;Fst_NHx_sorghum"
"Zm00001eb369330",2,"FarmCPU_envGWAS_NHx;Fst_NHx_sorghum"
"Zm00001eb369470",2,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb369480",2,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb369490",2,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb369510",2,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb369550",2,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb369560",2,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb369650",2,"FarmCPU_envGWAS_NHx;Fst_NHx_sorghum"
"Zm00001eb369660",2,"FarmCPU_envGWAS_NHx;Fst_NHx_sorghum"
"Zm00001eb369740",2,"Fst_IndianChief;FarmCPU_envGWAS_NHx"
"Zm00001eb369780",2,"Fst_IndianChief;FarmCPU_envGWAS_NHx"
"Zm00001eb369790",2,"Fst_IndianChief;FarmCPU_envGWAS_NHx"
"Zm00001eb369800",2,"Fst_IndianChief;FarmCPU_envGWAS_NHx"
"Zm00001eb369860",2,"MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb370100",2,"FarmCPU_envGWAS_NHx;MLM_envGWAS_N"
"Zm00001eb370110",2,"FarmCPU_envGWAS_NHx;MLM_envGWAS_N"
"Zm00001eb370120",2,"FarmCPU_envGWAS_NHx;MLM_envGWAS_N"
"Zm00001eb370180",2,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb370210",2,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb370220",2,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb370230",2,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb370240",2,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb370250",2,"FarmCPU_envGWAS_N;FarmCPU_envGWAS_NHx"
"Zm00001eb370690",2,"FarmCPU_envGWAS_NHx;Fst_NHx_sorghum"
"Zm00001eb370700",2,"FarmCPU_envGWAS_NHx;Fst_NHx_sorghum"
"Zm00001eb370720",2,"FarmCPU_envGWAS_N;Fst_NHx_sorghum"
"Zm00001eb370730",2,"Fst_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb370840",2,"FarmCPU_envGWAS_NHx;Fst_N_Sorghum"
"Zm00001eb370960",2,"Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb370980",2,"Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb370990",2,"Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb371000",2,"FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx_sorghum"
"Zm00001eb371010",2,"Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb371020",2,"TajimaD_Jarvis;Fst_NHx_sorghum"
"Zm00001eb371340",2,"FarmCPU_envGWAS_N;MLM_envGWAS_N"
"Zm00001eb371350",2,"FarmCPU_envGWAS_N;MLM_envGWAS_N"
"Zm00001eb371370",2,"FarmCPU_envGWAS_N;MLM_envGWAS_N"
"Zm00001eb371380",2,"FarmCPU_envGWAS_N;MLM_envGWAS_N"
"Zm00001eb371480",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb371490",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb371500",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb371610",2,"FarmCPU_envGWAS_NHx;FarmCPU_envGWAS_N"
"Zm00001eb371620",2,"FarmCPU_envGWAS_NHx;FarmCPU_envGWAS_N"
"Zm00001eb371630",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb371640",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb371650",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb371830",2,"Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb371890",2,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum"
"Zm00001eb371940",2,"FarmCPU_envGWAS_N;Fst_NHx_sorghum"
"Zm00001eb371950",2,"Fst_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb371960",2,"Fst_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb372020",2,"TajimaD_IndianChief;Fst_Jarvis"
"Zm00001eb372030",2,"TajimaD_IndianChief;Fst_Jarvis"
"Zm00001eb372040",2,"TajimaD_IndianChief;Fst_Jarvis"
"Zm00001eb372060",2,"TajimaD_IndianChief;Fst_Jarvis"
"Zm00001eb372160",2,"Fst_IndianChief;MLM_envGWAS_NHx_sorghum"
"Zm00001eb372400",2,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum"
"Zm00001eb372940",2,"FarmCPU_envGWAS_NHx;Fst_N_Sorghum"
"Zm00001eb373110",2,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum"
"Zm00001eb373120",2,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum"
"Zm00001eb373130",2,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum"
"Zm00001eb373150",2,"MLM_envGWAS_N_sorghum;Fst_N_Sorghum"
"Zm00001eb373230",2,"Fst_IndianChief;FarmCPU_envGWAS_NHx"
"Zm00001eb373240",2,"Fst_IndianChief;FarmCPU_envGWAS_NHx"
"Zm00001eb373250",2,"Fst_IndianChief;FarmCPU_envGWAS_NHx"
"Zm00001eb373260",2,"Fst_IndianChief;FarmCPU_envGWAS_NHx"
"Zm00001eb373270",2,"Fst_IndianChief;FarmCPU_envGWAS_NHx"
"Zm00001eb373340",2,"MLM_envGWAS_NHx_sorghum;Fst_N_Sorghum"
"Zm00001eb373350",2,"MLM_envGWAS_NHx_sorghum;Fst_N_Sorghum"
"Zm00001eb373370",2,"MLM_envGWAS_NHx_sorghum;Fst_N_Sorghum"
"Zm00001eb373430",2,"Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb373630",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb373640",2,"MLM_envGWAS_NHx;FarmCPU_envGWAS_NHx"
"Zm00001eb374300",2,"TajimaD_IndianChief;FarmCPU_envGWAS_NHx"
"Zm00001eb374310",2,"TajimaD_IndianChief;FarmCPU_envGWAS_NHx"
"Zm00001eb374670",2,"Fst_IndianChief;MLM_envGWAS_N"
"Zm00001eb374680",2,"Fst_IndianChief;MLM_envGWAS_N"
"Zm00001eb374750",2,"TajimaD_Jarvis;FarmCPU_envGWAS_NHx"
"Zm00001eb374790",2,"TajimaD_Jarvis;FarmCPU_envGWAS_NHx"
"Zm00001eb374800",2,"TajimaD_Jarvis;FarmCPU_envGWAS_NHx"
"Zm00001eb374810",2,"Fst_IndianChief;Fst_NHx_sorghum"
"Zm00001eb374820",2,"FarmCPU_envGWAS_NHx_sorghum;Fst_IndianChief"
"Zm00001eb375050",2,"FarmCPU_envGWAS_N;TajimaD_IndianChief"
"Zm00001eb375060",2,"FarmCPU_envGWAS_N;TajimaD_IndianChief"
"Zm00001eb375070",2,"FarmCPU_envGWAS_N;TajimaD_IndianChief"
"Zm00001eb375150",2,"MLM_envGWAS_N_sorghum;Fst_NHx_sorghum"
"Zm00001eb375450",2,"FarmCPU_envGWAS_N;MLM_envGWAS_N"
"Zm00001eb375570",2,"Fst_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb375580",2,"FarmCPU_envGWAS_N;Fst_NHx_sorghum"
"Zm00001eb375600",2,"FarmCPU_envGWAS_NHx_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb375660",2,"FarmCPU_envGWAS_N;Fst_NHx_sorghum"
"Zm00001eb375670",2,"FarmCPU_envGWAS_N;Fst_NHx_sorghum"
"Zm00001eb377200",2,"TajimaD_Jarvis;Fst_N_Sorghum"
"Zm00001eb377380",2,"FarmCPU_envGWAS_N;Fst_N_Sorghum"
"Zm00001eb377640",2,"TajimaD_Jarvis;Fst_N_Sorghum"
"Zm00001eb377680",2,"TajimaD_Jarvis;Fst_N_Sorghum"
"Zm00001eb377920",2,"FarmCPU_envGWAS_N_sorghum;FarmCPU_envGWAS_NHx"
"Zm00001eb377970",2,"Fst_NHx_maize;Fst_N_Sorghum"
"Zm00001eb378160",2,"FarmCPU_envGWAS_NHx;MLM_envGWAS_NHx"
"Zm00001eb378200",2,"MLM_envGWAS_N_sorghum;Fst_NHx_sorghum"
"Zm00001eb378210",2,"MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb378220",2,"MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb378230",2,"MLM_envGWAS_N_sorghum;FarmCPU_envGWAS_N"
"Zm00001eb378690",2,"Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb378710",2,"Fst_N_Sorghum;Fst_NHx_sorghum"
"Zm00001eb378820",2,"MLM_envGWAS_NHx_sorghum;Fst_NHx_sorghum"
"Zm00001eb378830",2,"MLM_envGWAS_NHx_sorghum;Fst_NHx_sorghum"
